"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"08-Dec-2023","EQ","54.25","54.25","51.56","52.66","52.42","52.30","52.30","54.25","37.10","2,14,386","1,12,12,733.08","1,218"
"07-Dec-2023","EQ","52.67","52.88","52.03","52.29","52.50","52.66","52.49","53.10","37.10","80,185","42,08,660.20","1,176"
"06-Dec-2023","EQ","53.10","53.10","50.10","51.57","52.41","52.29","52.27","53.10","37.10","63,456","33,16,757.06","1,404"
"05-Dec-2023","EQ","52.65","52.80","51.13","51.13","51.66","51.57","51.42","52.80","37.10","2,37,825","1,22,30,074.53","1,395"
"04-Dec-2023","EQ","51.60","51.60","48.75","50.12","51.14","51.13","51.00","51.88","37.10","2,97,355","1,51,64,617.84","1,836"
"01-Dec-2023","EQ","51.88","51.88","49.65","49.64","50.21","50.12","50.06","51.88","37.10","71,370","35,72,740.24","1,450"
"30-Nov-2023","EQ","50.65","50.65","48.81","49.18","49.54","49.64","49.34","51.00","37.10","91,554","45,17,295.67","940"
"29-Nov-2023","EQ","50.20","50.20","48.55","48.76","49.18","49.18","49.19","51.00","37.10","78,926","38,82,622.42","861"
"28-Nov-2023","EQ","49.65","49.65","47.50","48.19","48.76","48.76","48.59","51.00","37.10","46,561","22,62,361.52","1,279"
"24-Nov-2023","EQ","49.10","49.10","47.91","48.24","48.20","48.19","48.23","51.00","37.10","1,28,755","62,10,233.70","674"
"23-Nov-2023","EQ","49.65","49.65","48.13","48.21","48.25","48.24","48.24","51.00","37.10","47,721","23,02,052.39","634"
"22-Nov-2023","EQ","49.75","49.75","48.01","48.30","48.08","48.21","48.27","51.00","37.10","99,555","48,05,074.10","732"
"21-Nov-2023","EQ","46.90","49.99","46.90","48.35","48.26","48.30","48.55","51.00","37.10","28,143","13,66,271.46","762"
"20-Nov-2023","EQ","49.90","49.90","48.01","48.44","48.40","48.35","48.47","51.00","37.10","30,114","14,59,735.46","1,025"
"17-Nov-2023","EQ","46.70","49.55","46.70","48.13","48.33","48.44","48.39","51.00","37.10","39,965","19,34,061.37","795"
"16-Nov-2023","EQ","48.00","48.50","45.41","48.00","48.19","48.13","48.08","51.00","37.10","45,677","21,96,046.41","807"
"15-Nov-2023","EQ","48.00","48.50","47.55","47.54","47.98","48.00","47.96","51.00","37.10","87,184","41,81,538.93","1,062"
"13-Nov-2023","EQ","49.00","49.00","46.90","47.59","47.64","47.54","47.37","51.00","37.10","84,736","40,13,601.89","958"
"12-Nov-2023","EQ","48.00","48.00","47.14","47.23","47.60","47.59","47.67","52.60","37.10","20,424","9,73,690.69","742"
